,Rec_Id,speaker,timestamp,text,strategy,source,utterance_length,game_id,voted_for,end_role,votes_target,winner
10747,70,mitchell,269,Yes. I think we both-,['Defense'],Youtube,5,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10748,72,mitchell,274,But you saw werewolf.,"['Defense', 'Evidence']",Youtube,4,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10749,74,mitchell,277,And even if there was another trouble maker-,['Accusation'],Youtube,8,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10750,76,mitchell,282,"No, or maybe, or maybe...","['Accusation', 'Defense']",Youtube,5,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10751,79,mitchell,290,"Maybe. We'll take this role now. Well,",['No Strategy'],Youtube,7,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10752,82,mitchell,294,"Well, you and I both know that's not true.",['No Strategy'],Youtube,9,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10753,84,mitchell,301,"All right, these two, I need you both to say something bad about the other person so I know you're not teaming two little werewolves. Name one reason why she might not be a troublemaker, go.","['Call for Action', 'Defense']",Youtube,36,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10754,87,mitchell,314,No. The best reason is because she is the seer.,"['Defense', 'Evidence']",Youtube,10,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10755,89,mitchell,317,"And you are ignoring that fact, so you're on her team.",['No Strategy'],Youtube,11,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10756,91,mitchell,322,I'm stressed drinking right now.,['No Strategy'],Youtube,5,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10757,96,mitchell,331,We absolutely have to vote for Caitlynn-,['Call for Action'],Youtube,7,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10758,98,mitchell,334,I'm so confident she's the werewolf.,"['Accusation', 'Defense']",Youtube,6,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10759,100,mitchell,336,And then you're defending the crap out of her.,['No Strategy'],Youtube,9,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10760,103,mitchell,346,Yes.,['Defense'],Youtube,1,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10761,105,mitchell,347,Yes. Problem solved.,['No Strategy'],Youtube,3,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10762,107,mitchell,351,"Unless you want to change to a robber there, Mike, and then maybe you-",['No Strategy'],Youtube,14,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10763,110,mitchell,363,"""I'm stress drinking here."" Thanks for the quote,",['No Strategy'],Youtube,8,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,caitlynn,Werewolf,caitlynn,Villagers
10764,8,caitlynn,90,"She was saying she needs to go check something, but also, I need to sleep soon, so no promises. Because peanutbutterbabe sleeps at 8:30. She's an older lady than I am, I guess.",['No Strategy'],Youtube,33,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10765,10,caitlynn,104,She may have.,['No Strategy'],Youtube,3,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10766,23,caitlynn,143,You're the Seer. Or the robber.,['Accusation'],Youtube,6,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10767,26,caitlynn,149,True. That might be why she's not saying who she is.,"['Accusation', 'Defense', 'Evidence']",Youtube,11,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10768,28,caitlynn,152,Valid.,['No Strategy'],Youtube,1,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10769,35,caitlynn,177,Oh.,['No Strategy'],Youtube,1,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10770,52,caitlynn,236,I can confirm that story.,"['Defense', 'Evidence']",Youtube,5,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10771,56,caitlynn,245,"He gets really, really upset when he's the werewolf.",['Defense'],Youtube,9,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10772,58,caitlynn,245,He's upset when he's the werewolf.,['No Strategy'],Youtube,6,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10773,77,caitlynn,284,Did you just me with a-,['No Strategy'],Youtube,6,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10774,81,caitlynn,293,"Yeah, it could be.",['Defense'],Youtube,4,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10775,93,caitlynn,327,There's all kinds of water.,['No Strategy'],Youtube,5,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10776,97,caitlynn,333,"What, why are you voting for me?","['Interrogation', 'Call for Action']",Youtube,7,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10777,111,caitlynn,368,There's not enough exclamation points at the end of that.,['No Strategy'],Youtube,10,game4 - ONE NIGHT ULTIMATE WEREWOLF 7  November 6th 2016,alana,Werewolf,caitlynn,Villagers
10778,2,james,8,What in the world is going on in this game?,['No Strategy'],Youtube,10,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Seer,mitchell,Villagers
10779,6,james,41,So many choices.,['No Strategy'],Youtube,3,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Seer,mitchell,Villagers
10780,8,james,102,"Okay. We're going to open with Justin and say I was the insomniac, but I woke up as a seer.","['Identity Declaration', 'Evidence']",Youtube,20,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Seer,mitchell,Villagers
10781,4,justin,11,I was thinking the exact same thing.,['No Strategy'],Youtube,7,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Troublemaker,mitchell,Villagers
10782,11,justin,120,"I'm going to confirm Mike's story. And I switched to these two,","['Defense', 'Evidence']",Youtube,12,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Troublemaker,mitchell,Villagers
10783,14,justin,130,Kayla which one did you switch with?,['Interrogation'],Youtube,7,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Troublemaker,mitchell,Villagers
10784,16,justin,134,"Well, Mitch is wrong.",['Accusation'],Youtube,4,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Troublemaker,mitchell,Villagers
10785,18,justin,140,I feel like we have to kill Mitchell.,['Call for Action'],Youtube,8,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Troublemaker,mitchell,Villagers
10786,20,justin,143,Yeah.,['No Strategy'],Youtube,1,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Troublemaker,mitchell,Villagers
10787,9,mitchell,112,That makes no sense. I looked at two in the middle because I was the seer and I saw those two.,"['Identity Declaration', 'Evidence']",Youtube,21,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Werewolf,mitchell,Villagers
10788,19,mitchell,142,Should we vote now?,['Call for Action'],Youtube,4,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Werewolf,mitchell,Villagers
10789,10,mike,117,I'm going to say that I was the seer and I looked at Mitch's and he was a werewolf.,"['Identity Declaration', 'Accusation']",Youtube,19,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Insomniac,mitchell,Villagers
10790,12,mike,128,But Kayla was the drunk.,['Accusation'],Youtube,5,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Insomniac,mitchell,Villagers
10791,17,mike,135,"Mitch is very wrong. It's still possible She's aware, but we know for sure. Mitch is the werewolf.",['Accusation'],Youtube,18,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Insomniac,mitchell,Villagers
10792,23,mike,147,"No, I looked at it.","['Defense', 'Evidence']",Youtube,5,game3 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,mitchell,Insomniac,mitchell,Villagers
10793,4,eric,76,"I had the greatest mental image of just every single round.  I just had the greatest mental image every single round. The group just opened, whoever was called to open their eyes and look up, and Justin was furiously masturbating. And they didn't say anything. They just played the game moments. And the Insomniac was like, ""Has this been happening the whole time?"" I don't know why I found it such a-",['No Strategy'],Youtube,72,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10794,14,eric,129,"So that means you are, if I understand correctly...",['No Strategy'],Youtube,9,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10795,19,eric,140,So the only thing you're not is the Troublemaker or the Villager.,"['Accusation', 'Evidence']",Youtube,12,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10796,27,eric,169,I definitely woke up.,['Evidence'],Youtube,4,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10797,38,eric,215,Hiding under a Werewolf?,['Interrogation'],Youtube,4,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10798,40,eric,218,Okay.,['No Strategy'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10799,42,eric,227,Okay. No Troublemakers.,['No Strategy'],Youtube,3,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10800,45,eric,233,Okay. So there was-,['No Strategy'],Youtube,4,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10801,53,eric,254,Okay.,['No Strategy'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10802,58,eric,262,I was not this.,"['Defense', 'Evidence']",Youtube,4,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10803,60,eric,270,I was the Robber.,['Identity Declaration'],Youtube,4,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10804,62,eric,273,I did.,['Evidence'],Youtube,2,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10805,66,eric,285,No.,['No Strategy'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10806,68,eric,290,"Well, okay. I can confirm that someone was telling the truth.","['Defense', 'Evidence']",Youtube,11,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10807,70,eric,293,Yeah.,['No Strategy'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10808,74,eric,302,He was telling the truth.,['Defense'],Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10809,76,eric,305,Yeah. He was telling the truth.,['Defense'],Youtube,6,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10810,78,eric,307,Yes.,['Identity Declaration'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10811,80,eric,308,Yes.,['No Strategy'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10812,84,eric,313,Interesting.,['No Strategy'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10813,91,eric,325,"No, no. I think it's a hundred percent true, and that's-",['Accusation'],Youtube,11,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10814,96,eric,334,Yeah.,['No Strategy'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10815,100,eric,340,Yeah. it's cause he's a Werewolf.,['Accusation'],Youtube,6,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10816,111,eric,353,"No, I think it's you two.",['Accusation'],Youtube,6,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10817,115,eric,359,Yeah.,['No Strategy'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Werewolf,paul,Villagers
10818,5,mitchell,106,Everyone reach out and touch the wood.,['No Strategy'],Youtube,7,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10819,8,mitchell,113,I'm one of these.,['Evidence'],Youtube,4,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10820,12,mitchell,125,I know some information.,['No Strategy'],Youtube,4,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10821,17,mitchell,136,Or Werewolf.,['Accusation'],Youtube,2,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10822,20,mitchell,143,Or the other Werewolf.,['Accusation'],Youtube,4,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10823,26,mitchell,156,"Was anyone actually an Insomniac? You don't have to reveal if you woke up as a Werewolf, but if you did wake up as the Insomniac would be good information.",['Interrogation'],Youtube,30,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10824,28,mitchell,174,Hmm. So you're saying-,['No Strategy'],Youtube,4,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10825,30,mitchell,178,I'm just trying to figure out information right now.,['Defense'],Youtube,9,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10826,32,mitchell,184,I might have information based on a Werewolf if someone else did.,['Defense'],Youtube,12,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10827,37,mitchell,214,Hmm.,['No Strategy'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10828,52,mitchell,250,Or he can't give you anything.,['Defense'],Youtube,6,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10829,54,mitchell,256,"I don't believe that, though.","['Accusation', 'Call for Action']",Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10830,56,mitchell,260,I don't know.,['No Strategy'],Youtube,3,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10831,81,mitchell,309,Who did you look at?,['Interrogation'],Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10832,83,mitchell,312,Hmm.,['No Strategy'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10833,89,mitchell,324,And you think it's Justin?,['Interrogation'],Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10834,94,mitchell,327,No.,['Defense'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10835,98,mitchell,338,If you were-,['No Strategy'],Youtube,3,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10836,104,mitchell,345,33 seconds.,['No Strategy'],Youtube,2,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Robber,paul,Villagers
10837,6,justin,107,"All right, everybody. Who wants to talk first?",['Interrogation'],Youtube,8,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10838,9,justin,120,I know information. I'll say that much. I know information about what's at this table.,['No Strategy'],Youtube,15,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10839,16,justin,136,Or Insomniac.,['Accusation'],Youtube,2,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10840,18,justin,137,"Or Werewolf, yeah. I could be a Seer, Robber, Insomniac, or Werewolf.",['Defense'],Youtube,12,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10841,23,justin,147,Are you saying you are a Villager?,['Interrogation'],Youtube,7,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10842,25,justin,152,Right. Some people need to start talking vaguely about what they know.,['Call for Action'],Youtube,12,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10843,29,justin,175,Can we hear something from you guys?,"['Interrogation', 'Call for Action']",Youtube,7,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10844,33,justin,189,"All right, I will say this. I was the Seer. And I know there's a Werewolf at the table.","['Identity Declaration', 'Evidence']",Youtube,19,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10845,36,justin,204,Or I saw somebody here. And I'm keeping my mouth shut because I think there's a Robber who's a little bit cheeky right now hiding underneath a Werewolf.,"['Accusation', 'Defense', 'Evidence']",Youtube,28,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10846,39,justin,218,"Yeah, that became a Werewolf.",['Evidence'],Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10847,43,justin,230,We haven't heard anything from these two.,"['Accusation', 'Call for Action']",Youtube,7,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10848,47,justin,240,Who did you switch?,['Interrogation'],Youtube,4,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10849,49,justin,242,Can you tell one of the people? Say one of them?,['Interrogation'],Youtube,11,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10850,51,justin,246,"Okay, that's great. That's great to start. Mike, give us some information. You've given us nothing.","['Accusation', 'Call for Action']",Youtube,16,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10851,57,justin,260,"Eric, what were you?",['Interrogation'],Youtube,4,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10852,59,justin,265,Were you the Robber? So who was the Insomniac? Were you the Robber or the Werewolf? Would you say you're the Robber?,['Interrogation'],Youtube,22,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10853,61,justin,271,You were the Robber. Did you steal from anybody?,"['Interrogation', 'Evidence']",Youtube,9,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10854,63,justin,273,Okay. Who-,['Interrogation'],Youtube,2,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10855,65,justin,275,"Well, yeah. But here's the thing. Without saying that, is there anyone here that you can confirm or say that they are lying?","['Interrogation', 'Call for Action']",Youtube,23,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10856,67,justin,287,No what? So you can't confirm or say they're lying?,['Interrogation'],Youtube,10,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10857,69,justin,292,Okay. That's great.,['No Strategy'],Youtube,3,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10858,73,justin,300,We have a minute 15.,['No Strategy'],Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10859,77,justin,306,And you were the Robber?,['Interrogation'],Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10860,79,justin,307,And you can confirm this?,['Interrogation'],Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10861,82,justin,309,"I looked in the center, and I saw the Troublemaker.",['Evidence'],Youtube,10,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10862,85,justin,314,I saw the Troublemaker and a Villager. I think we might have two Werewolves.,['Evidence'],Youtube,14,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10863,93,justin,327,No.,['Defense'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10864,95,justin,332,"They were quick to confirm their story, and you guys are just...",['Accusation'],Youtube,12,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10865,99,justin,339,I think that you guys are both Werewolves.,['Accusation'],Youtube,8,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10866,108,justin,349,And...,['No Strategy'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10867,112,justin,354,I think we kill Paul. I think he's our best bet.,['Call for Action'],Youtube,11,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10868,114,justin,359,Should we vote?,['Call for Action'],Youtube,3,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Seer,paul,Villagers
10869,7,mike,112,You do.,['Accusation'],Youtube,2,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10870,10,mike,123,I know very little information.,['No Strategy'],Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10871,15,mike,135,Good job.,['No Strategy'],Youtube,2,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10872,21,mike,145,I know very little-,['No Strategy'],Youtube,4,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10873,24,mike,151,I've said enough for now.,['Defense'],Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10874,34,mike,199,Uh-oh.,['No Strategy'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10875,41,mike,220,Was there a Troublemaker out there? I was not a Troublemaker.,"['Interrogation', 'Evidence']",Youtube,11,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10876,55,mike,259,Why?,['Interrogation'],Youtube,1,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10877,64,mike,274,Who did you not steal from?,['Interrogation'],Youtube,6,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10878,71,mike,297,Who was telling the truth?,['Interrogation'],Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10879,75,mike,303,You're allowed to say literally anything.,['No Strategy'],Youtube,6,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10880,87,mike,320,"Well, I am a Villager.",['Identity Declaration'],Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10881,92,mike,327,What if it's those two?,['Interrogation'],Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10882,97,mike,335,"I've been talking the whole time. The first thing I said was, ""I have no information.""",['Defense'],Youtube,16,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10883,101,mike,341,I was throwing out everything I knew since the beginning.,['Defense'],Youtube,10,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10884,103,mike,343,I wasn't hesitating or waiting for anyone.,['Defense'],Youtube,7,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10885,105,mike,345,I absolutely am a Villager.,"['Identity Declaration', 'Defense']",Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10886,110,mike,352,I think it's those two.,['Accusation'],Youtube,5,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,paul,Villager,paul,Villagers
10887,11,paul,125,I know that-,['No Strategy'],Youtube,3,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Werewolf,paul,Villagers
10888,13,paul,127,... at the table are part of this.,['No Strategy'],Youtube,8,game1 - Retrovision  ONE NIGHT ULTIMATE WEREWOLF  Retro 7,eric,Werewolf,paul,Villagers
